marque,modele,prix,kilometrage,carburant,transmission,puissance,nb_ancien_proprietaire,classe_vehicule,nb_porte,nb_place,couleur,sellerie,classe_emission,emission_CO2,crit_air,usage_commerciale_anterieure,annee,age_days,age_years,age_months,km_per_year,km_per_month,id_annonce,prix_neuf,ratio_vr
VOLKSWAGEN,VOLKSWAGEN GOLF VII,14490.0,91625.0,Essence,Boite de vitesse manuelle,115,1,Berline,3,5,Gris,Tissu (Sellerie d'origine),EURO 6,107.0,Crit'Air 1,Non,2019,2183.0,6.0,72.8,15270.8,1258.6,1807,25570.0,0.5666797027766914
RENAULT,RENAULT TWINGO,14490.0,4287.0,Essence,Boite de vitesse automatique,92,3,Citadine,5,4,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,129.0,Crit'Air 1,Non,2020,1745.0,4.8,58.2,893.1,73.7,1808,17600.0,0.8232954545454545
PEUGEOT,PEUGEOT 2008,8490.0,72420.0,Essence,Boite de vitesse manuelle,110,2,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,103.0,Crit'Air 1,Non,2017,2970.0,8.1,99.0,8940.7,731.5,1809,22550.0,0.3764966740576497
PEUGEOT,PEUGEOT 308,11990.0,55502.0,Diesel,Boite de vitesse manuelle,100,2,Berline,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,97.0,Crit'Air 2,Oui,2019,2255.0,6.2,75.2,8951.9,738.1,1810,27025.0,0.4436632747456059
PEUGEOT,PEUGEOT 308,11090.0,91135.0,Essence,Boite de vitesse automatique,130,3,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,117.0,Crit'Air 1,Oui,2019,2171.0,5.9,72.4,15446.6,1258.8,1811,31775.0,0.34901652242328873
NISSAN,NISSAN X-TRAIL,15390.0,96980.0,Diesel,Boite de vitesse automatique,130,3,SUV,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,139.0,Crit'Air 2,Non,2017,2960.0,8.1,98.7,11972.8,982.6,1812,35540.0,0.4330332020258863
PEUGEOT,PEUGEOT 2008,18390.0,72059.0,Diesel,Boite de vitesse automatique,131,Inconnu,SUV,5,5,Orange,Mi-cuir (Sellerie d'origine),EURO 6,125.0,Crit'Air 2,Non,2022,1105.0,3.0,36.8,24019.7,1958.1,1813,33470.0,0.549447266208545
OPEL,OPEL CROSSLAND X,11590.0,82986.0,Essence,Boite de vitesse automatique,110,1,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,114.0,Crit'Air 1,Unknown,2019,2151.0,5.9,71.7,14065.4,1157.4,1814,24850.0,0.4663983903420523
KIA,KIA PICANTO,10190.0,38713.0,Essence,Boite de vitesse manuelle,67,2,Citadine,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,122.0,Crit'Air 1,Non,2020,1783.0,4.9,59.4,7900.6,651.7,1815,13790.0,0.7389412617839014
MAZDA,MAZDA CX-3,16890.0,65753.0,Essence,Boite de vitesse automatique,121,2,SUV,5,5,Blanc,Cuir (Sellerie d'origine),EURO 6,140.0,Crit'Air 1,Non,2019,1960.0,5.4,65.3,12176.5,1006.9,1816,28200.0,0.5989361702127659
JEEP,JEEP RENEGADE,16990.0,79848.0,Diesel,Boite de vitesse manuelle,130,2,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,134.0,Crit'Air 2,Oui,2021,1478.0,4.0,49.3,19962.0,1619.6,1817,32550.0,0.5219662058371736
MERCEDES,MERCEDES-BENZ CLASSE A,24690.0,49204.0,Diesel,Boite de vitesse automatique,116,Inconnu,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,100.0,Crit'Air 2,Non,2020,1899.0,5.2,63.3,9462.3,777.3,1818,37875.0,0.6518811881188119
PEUGEOT,PEUGEOT 2008,8890.0,93762.0,Essence,Boite de vitesse manuelle,110,3,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,103.0,Crit'Air 1,Unknown,2017,2879.0,7.9,96.0,11868.6,976.7,1819,20500.0,0.43365853658536585
RENAULT,RENAULT MÉGANE,19690.0,49978.0,Essence,Boite de vitesse automatique,140,2,Berline,5,5,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,138.0,Crit'Air 1,Non,2022,1063.0,2.9,35.4,17233.8,1411.8,1820,33600.0,0.5860119047619048
MERCEDES,MERCEDES-BENZ GLA,32190.0,91048.0,Diesel,Boite de vitesse automatique,190,Inconnu,SUV,5,5,Blanc,Alcantara (Sellerie d'origine),EURO 6,145.0,Crit'Air 2,Non,2020,1741.0,4.8,58.0,18968.3,1569.8,1821,51400.0,0.6262645914396887
VOLKSWAGEN,VOLKSWAGEN T-ROC,31990.0,16664.0,Essence,Boite de vitesse automatique,150,2,SUV,5,5,Gris,Alcantara (Sellerie d'origine),EURO 6,144.0,Crit'Air 1,Oui,2024,405.0,1.1,13.5,15149.1,1234.4,1822,47207.5,0.6776465603982418
DACIA,DACIA SANDERO,10790.0,27658.0,Essence,Boite de vitesse manuelle,90,Inconnu,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,120.0,Crit'Air 1,Non,2019,1927.0,5.3,64.2,5218.5,430.8,1823,13190.0,0.8180439727065959
MAZDA,MAZDA 3,14490.0,96884.0,Essence,Boite de vitesse automatique,120,2,Berline,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,129.0,Crit'Air 1,Unknown,2017,2854.0,7.8,95.1,12421.0,1018.8,1824,27300.0,0.5307692307692308
CITROEN,CITROEN C3 AIRCROSS,11690.0,71707.0,Essence,Boite de vitesse automatique,110,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,114.0,Crit'Air 1,Oui,2019,2212.0,6.1,73.7,11755.2,973.0,1825,21875.0,0.5344
KIA,KIA SPORTAGE,18590.0,98873.0,Diesel,Boite de vitesse manuelle,136,2,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,146.0,Crit'Air 2,Oui,2021,1493.0,4.1,49.8,24115.4,1985.4,1826,33565.0,0.553850737375242
HYUNDAI,HYUNDAI I20,14690.0,8617.0,Essence,Boite de vitesse manuelle,84,1,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,120.0,Crit'Air 1,Non,2022,1136.0,3.1,37.9,2779.7,227.4,1827,20100.0,0.7308457711442786
SKODA,SKODA KAMIQ,18690.0,77194.0,Essence,Boite de vitesse automatique,150,2,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,111.0,Crit'Air 1,Non,2019,1930.0,5.3,64.3,14564.9,1200.5,1828,30990.0,0.6030977734753146
OPEL,OPEL CORSA,15090.0,53777.0,Essence,Boite de vitesse automatique,130,2,Citadine,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,123.0,Crit'Air 1,Non,2021,1443.0,4.0,48.1,13444.2,1118.0,1829,27300.0,0.5527472527472528
PEUGEOT,PEUGEOT 3008,15790.0,96299.0,Essence,Boite de vitesse automatique,130,Inconnu,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,109.0,Crit'Air 1,Non,2020,1735.0,4.8,57.8,20062.3,1666.1,1830,37100.0,0.42560646900269544
DS,DS AUTOMOBILES DS7,27890.0,30546.0,Diesel,Boite de vitesse automatique,130,2,SUV,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,140.0,Crit'Air 2,Oui,2022,861.0,2.4,28.7,12727.5,1064.3,1831,54800.0,0.5089416058394161
OPEL,OPEL CORSA,8890.0,64163.0,Essence,Boite de vitesse manuelle,90,1,Citadine,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,120.0,Crit'Air 1,Non,2017,2708.0,7.4,90.3,8670.7,710.6,1832,15733.333333333334,0.565042372881356
DS,CITROEN DS4 CROSSBACK,9290.0,87539.0,Essence,Boite de vitesse manuelle,130,Inconnu,Berline,5,5,Rouge,Cuir (Sellerie d'origine),EURO 6,114.0,Crit'Air 1,Non,2018,2578.0,7.1,85.9,12329.4,1019.1,1833,32100.0,0.28940809968847353
CUPRA,CUPRA LEON,30890.0,43217.0,Essence,Boite de vitesse automatique,245,1,Berline,5,5,Rouge,Mi-cuir (Sellerie d'origine),EURO 6,163.0,Crit'Air 1,Non,2022,1062.0,2.9,35.4,14902.4,1220.8,1834,41027.5,0.7529096337822192
TOYOTA,TOYOTA PROACE VERSO,24290.0,72631.0,Diesel,Boite de vitesse manuelle,120,2,Monospace,5,9,Gris,Tissu (Sellerie d'origine),EURO 6,170.0,Crit'Air 2,Oui,2021,1204.0,3.3,40.1,22009.4,1811.2,1835,42606.25,0.5701041513862403
RENAULT,RENAULT TALISMAN,22290.0,26798.0,Essence,Boite de vitesse automatique,160,2,Berline,4,5,Gris,Cuir (Sellerie d'origine),EURO 6,139.0,Crit'Air 1,Non,2021,1428.0,3.9,47.6,6871.3,563.0,1836,40766.666666666664,0.5467702371218316
SEAT,SEAT LEON,24990.0,48066.0,Essence,Boite de vitesse automatique,150,3,Break,5,5,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,134.0,Crit'Air 1,Unknown,2021,1394.0,3.8,46.5,12648.9,1033.7,1837,39510.0,0.6324981017463933
CITROEN,CITROEN C1,9590.0,47246.0,Essence,Boite de vitesse automatique,69,3,Citadine,5,4,Blanc,Tissu (Sellerie d'origine),EURO 6,97.0,Crit'Air 1,Non,2018,2507.0,6.9,83.6,6847.2,565.1,1838,14283.333333333334,0.671411901983664
MERCEDES,MERCEDES-BENZ CLASSE A,24490.0,56197.0,Essence,Boite de vitesse automatique,136,2,Berline,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,119.0,Crit'Air 1,Non,2020,1890.0,5.2,63.0,10807.1,892.0,1839,40175.0,0.6095830740510267
BMW,BMW SÉRIE 1,17890.0,55800.0,Essence,Boite de vitesse manuelle,109,3,Berline,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,126.0,Crit'Air 1,Non,2017,2723.0,7.5,90.8,7440.0,614.5,1840,30575.0,0.5851185609157808
JEEP,JEEP COMPASS,19890.0,78610.0,Diesel,Boite de vitesse automatique,140,2,SUV,5,5,Blanc,Cuir (Sellerie d'origine),EURO 6,148.0,Crit'Air 2,Non,2018,2590.0,7.1,86.3,11071.8,910.9,1841,39800.0,0.49974874371859296
BMW,BMW SÉRIE 1,16890.0,69582.0,Essence,Boite de vitesse manuelle,109,3,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,134.0,Crit'Air 1,Unknown,2019,2197.0,6.0,73.2,11597.0,950.6,1842,29625.0,0.570126582278481
RENAULT,RENAULT TALISMAN,17390.0,62279.0,Essence,Boite de vitesse automatique,160,2,Berline,4,5,Gris,Cuir (Sellerie d'origine),EURO 6,128.0,Crit'Air 1,Non,2019,2232.0,6.1,74.4,10209.7,837.1,1843,43400.0,0.4006912442396313
FORD,FORD ECOSPORT,14790.0,35670.0,Essence,Boite de vitesse manuelle,125,2,SUV,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,137.0,Crit'Air 1,Non,2021,1412.0,3.9,47.1,9146.2,757.3,1844,24625.0,0.6006091370558375
PEUGEOT,PEUGEOT 3008,14690.0,72913.0,Essence,Boite de vitesse automatique,130,2,SUV,5,5,Noir,Cuir (Sellerie d'origine),EURO 6,115.0,Crit'Air 1,Oui,2019,2049.0,5.6,68.3,13020.2,1067.5,1845,35350.0,0.41555869872701556
BMW,BMW SÉRIE 2,23790.0,75222.0,Diesel,Boite de vitesse automatique,150,Inconnu,Cabriolet,2,4,Blanc,Alcantara (Sellerie d'origine),EURO 6,116.0,Crit'Air 2,Non,2018,2557.0,7.0,85.2,10746.0,882.9,1846,48300.0,0.4925465838509317
RENAULT,RENAULT CAPTUR,9790.0,97761.0,Essence,Boite de vitesse manuelle,90,3,SUV,5,5,Rouge,Tissu (Sellerie d'origine),EURO 6,123.0,Crit'Air 1,Oui,2018,2353.0,6.4,78.4,15275.2,1247.0,1847,21750.0,0.45011494252873563
VOLKSWAGEN,VOLKSWAGEN GOLF VII,28490.0,92022.0,Essence,Boite de vitesse automatique,290,Inconnu,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,144.0,Crit'Air 1,Non,2020,1897.0,5.2,63.2,17696.5,1456.0,1848,47590.0,0.5986551796595924
PEUGEOT,PEUGEOT 3008,24290.0,52438.0,Diesel,Boite de vitesse automatique,130,Inconnu,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,143.0,Crit'Air 2,Non,2023,679.0,1.9,22.6,27598.9,2320.3,1849,41420.0,0.5864316755190729
VOLKSWAGEN,VOLKSWAGEN T-ROC,25990.0,36136.0,Essence,Boite de vitesse automatique,150,2,SUV,5,5,Noir,Cuir (Sellerie d'origine),EURO 6,152.0,Crit'Air 1,Unknown,2021,1503.0,4.1,50.1,8813.7,721.3,1850,35880.0,0.7243589743589743
PEUGEOT,PEUGEOT 5008,23890.0,44421.0,Essence,Boite de vitesse automatique,130,1,SUV,5,7,Noir,Mi-cuir (Sellerie d'origine),EURO 6,150.0,Crit'Air 1,Non,2023,772.0,2.1,25.7,21152.9,1728.4,1851,45670.0,0.523100503612875
FIAT,FIAT 500,9490.0,59354.0,Essence,Boite de vitesse manuelle,69,3,Citadine,3,4,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,109.0,Crit'Air 1,Non,2019,2105.0,5.8,70.2,10233.4,845.5,1852,16390.0,0.5790115924344112
AUDI,AUDI A4,17990.0,96383.0,Essence,Boite de vitesse manuelle,150,2,Berline,4,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,128.0,Crit'Air 1,Oui,2018,2536.0,6.9,84.5,13968.6,1140.6,1853,40570.0,0.4434311067291102
KIA,KIA RIO,14890.0,12585.0,Essence,Boite de vitesse manuelle,84,1,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,129.0,Crit'Air 1,Unknown,2022,925.0,2.5,30.8,5034.0,408.6,1854,18220.0,0.8172338090010977
DACIA,DACIA SANDERO,11790.0,85487.0,Diesel,Boite de vitesse manuelle,95,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,126.0,Crit'Air 2,Unknown,2020,1728.0,4.7,57.6,18188.7,1484.1,1855,14990.0,0.7865243495663776
RENAULT,RENAULT CLIO,9990.0,84580.0,Diesel,Boite de vitesse manuelle,75,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,104.0,Crit'Air 2,Non,2018,2308.0,6.3,76.9,13425.4,1099.9,1856,18000.0,0.555
RENAULT,RENAULT MÉGANE,15990.0,59585.0,Diesel,Boite de vitesse automatique,115,Inconnu,Berline,5,5,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,108.0,Crit'Air 2,Non,2019,1948.0,5.3,64.9,11242.5,918.1,1857,31025.0,0.5153908138597905
OPEL,OPEL CROSSLAND X,10090.0,73916.0,Essence,Boite de vitesse manuelle,110,2,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,104.0,Crit'Air 1,Oui,2019,1958.0,5.4,65.3,13688.1,1131.9,1858,23550.0,0.42845010615711254
RENAULT,RENAULT CLIO,13790.0,35191.0,Essence,Boite de vitesse manuelle,65,1,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,120.0,Crit'Air 1,Non,2023,670.0,1.8,22.3,19550.6,1578.1,1859,20500.0,0.6726829268292683
MERCEDES,MERCEDES-BENZ GLA,24890.0,44959.0,Essence,Boite de vitesse automatique,156,2,SUV,5,5,Noir,Alcantara (Sellerie d'origine),EURO 6,142.0,Crit'Air 1,Non,2019,1989.0,5.4,66.3,8325.7,678.1,1860,43350.0,0.5741637831603229
CITROEN,CITROEN BERLINGO,15990.0,73481.0,Essence,Boite de vitesse manuelle,110,2,Monospace,5,5,Beige,Tissu (Sellerie d'origine),EURO 6,119.0,Crit'Air 1,Unknown,2019,2115.0,5.8,70.5,12669.1,1042.3,1861,25900.0,0.6173745173745174
PEUGEOT,PEUGEOT 2008,18790.0,60674.0,Diesel,Boite de vitesse automatique,131,Inconnu,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,125.0,Crit'Air 2,Non,2021,1496.0,4.1,49.9,14798.5,1215.9,1862,35770.0,0.5253005311713727
PEUGEOT,PEUGEOT 3008,16690.0,75221.0,Diesel,Boite de vitesse automatique,130,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,101.0,Crit'Air 2,Non,2018,2477.0,6.8,82.6,11061.9,910.7,1863,34900.0,0.47822349570200573
MITSUBISHI,MITSUBISHI ASX,13990.0,76592.0,Essence,Boite de vitesse manuelle,117,2,SUV,5,5,Marron,Tissu (Sellerie d'origine),EURO 6,141.0,Crit'Air 1,Non,2019,2100.0,5.8,70.0,13205.5,1094.2,1864,24240.0,0.5771452145214522
RENAULT,RENAULT TWINGO,9890.0,43275.0,Essence,Boite de vitesse manuelle,92,3,Citadine,5,4,Blanc,Tissu (Sellerie d'origine),EURO 6,119.0,Crit'Air 1,Non,2021,1482.0,4.1,49.4,10554.9,876.0,1865,14850.0,0.665993265993266
PEUGEOT,PEUGEOT 208,15990.0,20999.0,Essence,Boite de vitesse automatique,100,3,Citadine,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,121.0,Crit'Air 1,Non,2023,657.0,1.8,21.9,11666.1,958.9,1866,26620.0,0.6006761833208114
AUDI,AUDI A1,17590.0,80648.0,Essence,Boite de vitesse automatique,116,3,Citadine,5,5,Rouge,Tissu (Sellerie d'origine),EURO 6,106.0,Crit'Air 1,Oui,2018,2337.0,6.4,77.9,12601.2,1035.3,1867,28930.0,0.6080193570687867
CITROEN,CITROEN C3 AIRCROSS,13290.0,67490.0,Diesel,Boite de vitesse manuelle,110,Inconnu,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,124.0,Crit'Air 2,Non,2021,1409.0,3.9,47.0,17305.1,1436.0,1868,26850.0,0.4949720670391061
DACIA,DACIA DUSTER,11690.0,88507.0,Essence,Boite de vitesse manuelle,125,Inconnu,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,138.0,Crit'Air 1,Non,2018,2494.0,6.8,83.1,13015.7,1065.1,1869,17950.0,0.6512534818941504
BMW,BMW SÉRIE 3,30990.0,70200.0,Essence,Boite de vitesse automatique,184,1,Break,5,5,Gris,Alcantara (Sellerie d'origine),EURO 6,154.0,Crit'Air 1,Unknown,2020,1703.0,4.7,56.8,14936.2,1235.9,1870,51850.0,0.597685631629701
HONDA,HONDA HR-V,18090.0,34783.0,Essence,Boite de vitesse manuelle,130,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,153.0,Crit'Air 1,Oui,2020,1647.0,4.5,54.9,7729.6,633.6,1871,29470.0,0.6138445877163217
RENAULT,RENAULT CLIO,13090.0,37095.0,Essence,Boite de vitesse manuelle,100,2,Citadine,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,100.0,Crit'Air 1,Non,2019,2091.0,5.7,69.7,6507.9,532.2,1872,18800.0,0.6962765957446808
OPEL,OPEL MOKKA X,12390.0,54037.0,Essence,Boite de vitesse manuelle,140,Inconnu,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,140.0,Crit'Air 1,Non,2018,2514.0,6.9,83.8,7831.4,644.8,1873,24500.0,0.5057142857142857
VOLKSWAGEN,VOLKSWAGEN T-CROSS,16990.0,79464.0,Essence,Boite de vitesse automatique,110,Inconnu,SUV,5,5,Rouge,Tissu (Sellerie d'origine),EURO 6,106.0,Crit'Air 1,Non,2020,1603.0,4.4,53.4,18060.0,1488.1,1874,27968.0,0.6074799771167048
CITROEN,CITROEN C3,10790.0,86363.0,Essence,Boite de vitesse automatique,110,Inconnu,Citadine,5,5,Rouge,Tissu (Sellerie d'origine),EURO 6,114.0,Crit'Air 1,Non,2019,2191.0,6.0,73.0,14393.8,1183.1,1876,21387.5,0.504500292226768
DACIA,DACIA SANDERO,17090.0,6617.0,Essence,Boite de vitesse automatique,91,1,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,130.0,Crit'Air 1,Non,2023,530.0,1.5,17.7,4411.3,373.8,1877,17250.0,0.9907246376811594
RENAULT,RENAULT CLIO,13690.0,56436.0,Essence,Boite de vitesse manuelle,91,2,Citadine,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,119.0,Crit'Air 1,Non,2021,1237.0,3.4,41.2,16598.8,1369.8,1878,21600.0,0.6337962962962963
VOLVO,VOLVO XC40,25290.0,97017.0,Diesel,Boite de vitesse automatique,190,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,167.0,Crit'Air 2,Unknown,2019,2242.0,6.1,74.7,15904.4,1298.8,1879,49150.0,0.5145473041709054
PEUGEOT,PEUGEOT 2008,15490.0,44225.0,Essence,Boite de vitesse automatique,131,1,SUV,5,5,Orange,Mi-cuir (Sellerie d'origine),EURO 6,139.0,Crit'Air 1,Non,2020,1750.0,4.8,58.3,9213.5,758.6,1880,29640.0,0.5226045883940621
ABARTH,ABARTH 124 SPIDER,26490.0,62268.0,Essence,Boite de vitesse automatique,170,2,Cabriolet,2,2,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,161.0,Crit'Air 1,Oui,2019,2203.0,6.0,73.4,10378.0,848.3,1881,39500.0,0.6706329113924051
TOYOTA,TOYOTA YARIS,13590.0,67417.0,Hybride,Boite de vitesse automatique,100,2,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,75.0,Crit'Air 1,Non,2018,2459.0,6.7,82.0,10062.2,822.2,1882,20740.0,0.6552555448408872
RENAULT,RENAULT CAPTUR,12090.0,86882.0,Diesel,Boite de vitesse manuelle,90,3,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,95.0,Crit'Air 2,Non,2017,2811.0,7.7,93.7,11283.4,927.2,1883,23600.0,0.5122881355932203
FIAT,FIAT TIPO,10090.0,36431.0,Essence,Boite de vitesse manuelle,95,1,Berline,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,146.0,Crit'Air 1,Non,2019,2200.0,6.0,73.3,6071.8,497.0,1884,17091.666666666668,0.5903461725987322
PEUGEOT,PEUGEOT 2008,14890.0,47644.0,Essence,Boite de vitesse manuelle,131,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,133.0,Crit'Air 1,Oui,2020,1682.0,4.6,56.1,10357.4,849.3,1885,28516.666666666668,0.5221507890122735
PEUGEOT,PEUGEOT 208,10890.0,60557.0,Diesel,Boite de vitesse manuelle,100,2,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,86.0,Crit'Air 2,Non,2019,2142.0,5.9,71.4,10263.9,848.1,1886,20350.0,0.5351351351351351
PEUGEOT,PEUGEOT 2008,8490.0,87457.0,Essence,Boite de vitesse manuelle,110,2,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,103.0,Crit'Air 1,Non,2017,2928.0,8.0,97.6,10932.1,896.1,1887,22550.0,0.3764966740576497
FORD,FORD FIESTA,10190.0,81177.0,Essence,Boite de vitesse manuelle,100,2,Citadine,3,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,105.0,Crit'Air 1,Non,2018,2323.0,6.4,77.4,12683.9,1048.8,1888,21250.0,0.47952941176470587
RENAULT,RENAULT TWINGO,14490.0,16729.0,Essence,Boite de vitesse automatique,92,2,Citadine,5,4,Rouge,Tissu (Sellerie d'origine),EURO 6,129.0,Crit'Air 1,Non,2020,1637.0,4.5,54.6,3717.6,306.4,1889,17600.0,0.8232954545454545
AUDI,AUDI TT,27090.0,83614.0,Essence,Boite de vitesse manuelle,230,1,Coupé,2,4,Blanc,Tissu (Sellerie d'origine),EURO 6,141.0,Crit'Air 1,Non,2017,2806.0,7.7,93.5,10859.0,894.3,1890,48250.0,0.5614507772020726
DS,DS AUTOMOBILES DS3 CROSSBACK,18190.0,26785.0,Essence,Boite de vitesse automatique,155,1,SUV,5,5,Blanc,Cuir (Sellerie d'origine),EURO 6,114.0,Crit'Air 1,Non,2020,1923.0,5.3,64.1,5053.8,417.9,1891,37500.0,0.48506666666666665
AUDI,AUDI A1,24190.0,55131.0,Essence,Boite de vitesse automatique,200,3,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,136.0,Crit'Air 1,Non,2019,2014.0,5.5,67.1,10023.8,821.6,1892,34680.0,0.697520184544406
PEUGEOT,PEUGEOT 208,7390.0,70856.0,Essence,Boite de vitesse manuelle,68,1,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,105.0,Crit'Air 1,Unknown,2019,2171.0,5.9,72.4,12009.5,978.7,1893,14500.0,0.5096551724137931
HYUNDAI,HYUNDAI KONA,23390.0,17541.0,Hybride,Boite de vitesse automatique,141,2,SUV,5,5,Noir,Cuir (Sellerie d'origine),EURO 6,115.0,Crit'Air 1,Oui,2022,1008.0,2.8,33.6,6264.6,522.1,1894,32750.0,0.7141984732824428
AUDI,AUDI Q2,24390.0,91100.0,Diesel,Boite de vitesse automatique,116,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,126.0,Crit'Air 2,Unknown,2022,987.0,2.7,32.9,33740.7,2769.0,1895,37310.0,0.6537121415170196
RENAULT,RENAULT TWINGO,10890.0,26557.0,Essence,Boite de vitesse manuelle,65,1,Citadine,5,4,Blanc,Tissu (Sellerie d'origine),EURO 6,117.0,Crit'Air 1,Non,2022,1136.0,3.1,37.9,8566.8,700.7,1896,14800.0,0.7358108108108108
FIAT,FIAT 500,10390.0,34834.0,Essence,Boite de vitesse manuelle,70,2,Citadine,3,4,Gris,Mi-cuir (Sellerie d'origine),EURO 6,107.0,Crit'Air 1,Oui,2022,1021.0,2.8,34.0,12440.7,1024.5,1897,22051.764705882353,0.4711641058472044
CITROEN,CITROEN C5 AIRCROSS,18090.0,97654.0,Diesel,Boite de vitesse automatique,131,Inconnu,SUV,5,5,Bleu,Cuir (Sellerie d'origine),EURO 6,139.0,Crit'Air 2,Non,2021,1533.0,4.2,51.1,23251.0,1911.0,1898,39400.0,0.4591370558375635
DACIA,DACIA DUSTER,19590.0,33984.0,Essence,Boite de vitesse automatique,150,1,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,141.0,Crit'Air 1,Non,2023,688.0,1.9,22.9,17886.3,1484.0,1899,24600.0,0.7963414634146342
PEUGEOT,PEUGEOT 108,9290.0,14257.0,Essence,Boite de vitesse manuelle,72,2,Citadine,5,4,Gris,Tissu (Sellerie d'origine),EURO 6,93.0,Crit'Air 1,Non,2019,2255.0,6.2,75.2,2299.5,189.6,1900,15333.333333333334,0.6058695652173913
TOYOTA,TOYOTA YARIS,11990.0,73167.0,Essence,Boite de vitesse manuelle,111,2,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,116.0,Crit'Air 1,Non,2019,2178.0,6.0,72.6,12194.5,1007.8,1901,18425.0,0.6507462686567164
HYUNDAI,HYUNDAI TUCSON,20290.0,86637.0,Essence,Boite de vitesse automatique,177,1,SUV,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,159.0,Crit'Air 1,Non,2019,2273.0,6.2,75.8,13973.7,1143.0,1902,38400.0,0.5283854166666667
DS,CITROEN DS3,9990.0,46916.0,Essence,Boite de vitesse automatique,110,2,Citadine,3,5,Blanc,Tissu (Sellerie d'origine),EURO 6,114.0,Crit'Air 1,Non,2018,2322.0,6.4,77.4,7330.6,606.1,1903,23400.0,0.4269230769230769
CITROEN,CITROEN C4,18390.0,49830.0,Diesel,Boite de vitesse automatique,131,Inconnu,Berline,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,122.0,Crit'Air 2,Non,2021,1274.0,3.5,42.5,14237.1,1172.5,1904,31286.5,0.5877934572419414
