marque,modele,kilometrage,carburant,transmission,puissance,nb_ancien_proprietaire,classe_vehicule,couleur,sellerie,emission_CO2,crit_air,usage_commerciale_anterieure,annee,prix_neuf,Mise_en_circulation
PEUGEOT,PEUGEOT 2008,64385.0,Essence,Boite de vitesse automatique,110,2,SUV,Gris,Mi-cuir ,114.0,Crit'Air 1,Non,2019,24800.0,09/08/2019
NISSAN,NISSAN QASHQAI,93289.0,Essence,Boite de vitesse automatique,160,Inconnu,SUV,Blanc,Mi-cuir ,125.0,Crit'Air 1,Non,2020,34359.09090909091,09/07/2020
RENAULT,RENAULT CAPTUR,60226.0,Hybride,Boite de vitesse automatique,145,2,SUV,Rouge,Mi-cuir ,112.0,Crit'Air 1,Oui,2022,30300.0,09/03/2022
MINI,MINI MINI,40931.0,Essence,Boite de vitesse manuelle,102,2,Citadine,Gris,Mi-cuir ,122.0,Crit'Air 1,Non,2018,26250.0,09/11/2018
MERCEDES,MERCEDES-BENZ CLASSE GLC,87019.0,Diesel,Boite de vitesse automatique,170,2,SUV,Gris,Cuir ,155.0,Crit'Air 2,Non,2018,59050.0,09/09/2018
TOYOTA,TOYOTA YARIS,79900.0,Hybride,Boite de vitesse automatique,116,3,Citadine,Blanc,Tissu ,92.0,Crit'Air 1,Non,2021,23286.0,09/01/2021
PEUGEOT,PEUGEOT 2008,68309.0,Essence,Boite de vitesse manuelle,110,1,SUV,Rouge,Tissu ,103.0,Crit'Air 1,Non,2018,22900.0,09/06/2018
MERCEDES,MERCEDES-BENZ CLASSE GLC,71618.0,Diesel,Boite de vitesse automatique,163,2,SUV,Noir,Mi-cuir ,163.0,Crit'Air 2,Non,2021,57450.0,09/04/2021
BMW,BMW SÉRIE 1,3654.0,Essence,Boite de vitesse automatique,136,Inconnu,Berline,Noir,Mi-cuir ,131.0,Crit'Air 1,Non,2023,43325.0,09/04/2023
MAZDA,MAZDA MX-5,20647.0,Essence,Boite de vitesse manuelle,131,1,Cabriolet,Gris,Cuir ,138.0,Crit'Air 1,Non,2019,34350.0,09/10/2019
SEAT,SEAT ARONA,72967.0,Essence,Boite de vitesse manuelle,95,4,SUV,Rouge,Tissu ,123.0,Crit'Air 1,Oui,2020,16900.0,09/09/2020
MINI,MINI COUNTRYMAN,46592.0,Essence,Boite de vitesse automatique,136,2,SUV,Gris,Mi-cuir ,158.0,Crit'Air 1,Non,2020,38400.0,09/05/2020
CITROEN,CITROEN C3,96342.0,Essence,Boite de vitesse manuelle,82,Inconnu,Citadine,Blanc,Tissu ,109.0,Crit'Air 1,Non,2018,18425.0,09/01/2018
FORD,FORD MONDEO,80609.0,Diesel,Boite de vitesse automatique,150,2,Berline,Gris,Mi-cuir ,124.0,Crit'Air 2,Non,2020,39850.0,09/02/2020
FORD,FORD RANGER,23206.0,Diesel,Boite de vitesse manuelle,160,Inconnu,Pickup,Gris,Cuir ,184.0,Crit'Air 2,Non,2017,39080.0,09/09/2017
VOLKSWAGEN,VOLKSWAGEN TIGUAN,72779.0,Diesel,Boite de vitesse automatique,150,2,SUV,Blanc,Cuir ,156.0,Crit'Air 2,Non,2021,50210.0,09/07/2021
PEUGEOT,PEUGEOT 2008,82144.0,Diesel,Boite de vitesse manuelle,100,2,SUV,Blanc,Mi-cuir ,86.0,Crit'Air 2,Non,2019,25312.5,09/10/2019
SUZUKI,SUZUKI IGNIS,34567.0,Essence,Boite de vitesse manuelle,83,1,Citadine,Bleu,Tissu ,114.0,Crit'Air 1,Non,2020,17100.0,09/10/2020
VOLKSWAGEN,VOLKSWAGEN T-CROSS,35450.0,Essence,Boite de vitesse automatique,110,2,SUV,Orange,Tissu ,142.0,Crit'Air 1,Oui,2022,27555.0,09/09/2022
BMW,BMW X1,51291.0,Essence,Boite de vitesse automatique,140,2,SUV,Blanc,Alcantara ,122.0,Crit'Air 1,Non,2018,41900.0,09/04/2018
CITROEN,CITROEN C3,47253.0,Essence,Boite de vitesse automatique,110,2,Citadine,Gris,Tissu ,135.0,Crit'Air 1,Oui,2021,24850.0,09/04/2021
RENAULT,RENAULT MÉGANE,68065.0,Diesel,Boite de vitesse manuelle,115,2,Break,Gris,Tissu ,119.0,Crit'Air 2,Non,2020,30000.0,09/11/2020
FORD,FORD PUMA,12711.0,Ethanol,Boite de vitesse manuelle,125,2,SUV,Gris,Tissu ,118.0,Crit'Air 1,Non,2022,29137.5,09/07/2022
DS,CITROEN DS4,26514.0,Essence,Boite de vitesse manuelle,130,Inconnu,Berline,Blanc,Tissu ,114.0,Crit'Air 1,Non,2018,25500.0,09/06/2018
PEUGEOT,PEUGEOT 208,50135.0,Essence,Boite de vitesse manuelle,75,Inconnu,Citadine,Blanc,Tissu ,93.0,Crit'Air 1,Non,2020,19997.5,09/06/2020
TOYOTA,TOYOTA C-HR,53148.0,Hybride,Boite de vitesse automatique,184,1,SUV,Bleu,Tissu ,118.0,Crit'Air 1,Non,2020,32940.0,09/05/2020
PEUGEOT,PEUGEOT 308,61515.0,Hybride,Boite de vitesse automatique,180,1,Berline,Vert,Mi-cuir ,26.0,Crit'Air 1,Non,2022,46120.0,09/02/2022
NISSAN,NISSAN QASHQAI,75620.0,Essence,Boite de vitesse manuelle,115,Inconnu,SUV,Gris,Tissu ,129.0,Crit'Air 1,Non,2018,27516.666666666668,09/03/2018
PEUGEOT,PEUGEOT 3008,97572.0,Essence,Boite de vitesse manuelle,130,2,SUV,Gris,Mi-cuir ,118.0,Crit'Air 1,Oui,2019,35300.0,09/02/2019
CITROEN,CITROEN C5 AIRCROSS,83545.0,Essence,Boite de vitesse manuelle,131,3,SUV,Blanc,Tissu ,149.0,Crit'Air 1,Unknown,2019,29950.0,09/05/2019
MERCEDES,MERCEDES-BENZ CLASSE A,48384.0,Essence,Boite de vitesse automatique,306,3,Berline,Noir,Mi-cuir ,188.0,Crit'Air 1,Oui,2020,52166.666666666664,09/06/2020
MERCEDES,MERCEDES-BENZ CLA,10286.0,Diesel,Boite de vitesse automatique,150,2,Berline,Noir,Mi-cuir ,131.0,Crit'Air 2,Oui,2023,49575.0,09/06/2023
CITROEN,CITROEN C3,58934.0,Essence,Boite de vitesse manuelle,82,2,Citadine,Blanc,Tissu ,108.0,Crit'Air 1,Non,2019,18425.0,09/01/2019
VOLKSWAGEN,VOLKSWAGEN T-ROC,95160.0,Essence,Boite de vitesse automatique,150,2,SUV,Gris,Mi-cuir ,155.0,Crit'Air 1,Non,2020,40920.0,09/12/2020
RENAULT,RENAULT CAPTUR,90568.0,Essence,Boite de vitesse manuelle,90,Inconnu,SUV,Gris,Tissu ,125.0,Crit'Air 1,Non,2019,19990.0,09/10/2019
MERCEDES,MERCEDES-BENZ CLASSE B,75148.0,Essence,Boite de vitesse automatique,136,3,Monospace,Bleu,Cuir ,131.0,Crit'Air 1,Unknown,2019,36200.0,09/04/2019
PEUGEOT,PEUGEOT 208,7714.0,Essence,Boite de vitesse manuelle,100,2,Citadine,Gris,Tissu ,118.0,Crit'Air 1,Oui,2021,22588.0,09/10/2021
HYUNDAI,HYUNDAI TUCSON,96803.0,Diesel,Boite de vitesse manuelle,115,1,SUV,Noir,Tissu ,135.0,Crit'Air 2,Non,2020,31800.0,09/05/2020
RENAULT,RENAULT GRAND SCENIC,33875.0,Essence,Boite de vitesse manuelle,140,2,Monospace,Noir,Tissu ,150.0,Crit'Air 1,Non,2021,35150.0,09/09/2021
HYUNDAI,HYUNDAI KONA,70707.0,Essence,Boite de vitesse manuelle,120,3,SUV,Blanc,Mi-cuir ,125.0,Crit'Air 1,Oui,2018,26425.0,09/12/2018
OPEL,OPEL CORSA,65715.0,Essence,Boite de vitesse manuelle,100,1,Citadine,Rouge,Tissu ,116.0,Crit'Air 1,Non,2022,22250.0,09/11/2022
OPEL,OPEL ASTRA,69147.0,Essence,Boite de vitesse manuelle,131,3,Berline,Noir,Tissu ,100.0,Crit'Air 1,Oui,2019,26000.0,09/10/2019
MERCEDES,MERCEDES-BENZ CLA,59725.0,Diesel,Boite de vitesse automatique,150,2,Berline,Noir,Cuir ,133.0,Crit'Air 2,Non,2022,47150.0,09/03/2022
VOLKSWAGEN,VOLKSWAGEN POLO,65225.0,Essence,Boite de vitesse manuelle,95,3,Citadine,Gris,Tissu ,104.0,Crit'Air 1,Non,2020,21053.846153846152,09/01/2020
FORD,FORD PUMA,77681.0,Essence,Boite de vitesse manuelle,125,2,SUV,Blanc,Tissu ,127.0,Crit'Air 1,Non,2021,24625.0,09/04/2021
FORD,FORD FIESTA,77514.0,Essence,Boite de vitesse manuelle,95,2,Citadine,Gris,Tissu ,117.0,Crit'Air 1,Non,2020,21150.0,09/11/2020
VOLKSWAGEN,VOLKSWAGEN GOLF VII,95163.0,Diesel,Boite de vitesse manuelle,115,Inconnu,Berline,Gris,Tissu ,100.0,Crit'Air 2,Non,2019,30664.64285714286,09/05/2019
DS,DS AUTOMOBILES DS3 CROSSBACK,20600.0,Essence,Boite de vitesse automatique,130,1,SUV,Gris,Mi-cuir ,137.0,Crit'Air 1,Non,2022,36520.0,09/09/2022
PEUGEOT,PEUGEOT RIFTER,53830.0,Essence,Boite de vitesse manuelle,110,3,Monospace,Gris,Tissu ,119.0,Crit'Air 1,Oui,2019,25800.0,09/09/2019
RENAULT,RENAULT KADJAR,86067.0,Essence,Boite de vitesse manuelle,140,2,SUV,Bleu,Tissu ,135.0,Crit'Air 1,Non,2018,30750.0,09/12/2018
KIA,KIA CEE'D,97207.0,Diesel,Boite de vitesse automatique,136,2,Berline,Gris,Mi-cuir ,124.0,Crit'Air 2,Oui,2021,33836.0,09/12/2021
CITROEN,CITROEN C3,527.0,Essence,Boite de vitesse manuelle,83,1,Citadine,Gris,Tissu ,123.0,Crit'Air 1,Non,2023,20205.25,09/03/2023
RENAULT,RENAULT ARKANA,51687.0,Essence,Boite de vitesse automatique,140,2,SUV,Gris,Mi-cuir ,133.0,Crit'Air 1,Non,2021,32775.0,09/06/2021
VOLKSWAGEN,VOLKSWAGEN POLO,50303.0,Essence,Boite de vitesse manuelle,95,3,Citadine,Noir,Tissu ,101.0,Crit'Air 1,Oui,2019,18560.0,09/02/2019
DACIA,DACIA JOGGER,17982.0,Hybride,Boite de vitesse automatique,141,1,Break,Noir,Tissu ,108.0,Crit'Air 1,Non,2023,25650.0,09/09/2023
FIAT,FIAT 500,13584.0,Essence,Boite de vitesse manuelle,70,2,Citadine,Gris,Mi-cuir ,107.0,Crit'Air 1,Oui,2022,22051.764705882353,09/06/2022
RENAULT,RENAULT KADJAR,92189.0,Diesel,Boite de vitesse automatique,115,Inconnu,SUV,Gris,Mi-cuir ,135.0,Crit'Air 2,Non,2022,37600.0,09/03/2022
MERCEDES,MERCEDES-BENZ CLASSE A,43735.0,Essence,Boite de vitesse automatique,163,Inconnu,Berline,Gris,Mi-cuir ,118.0,Crit'Air 1,Non,2020,37295.833333333336,09/01/2020
ALFA ROMEO,ALFA ROMEO STELVIO,80955.0,Diesel,Boite de vitesse automatique,190,3,SUV,Noir,Cuir ,136.0,Crit'Air 2,Oui,2018,53300.0,09/11/2018
PEUGEOT,PEUGEOT 408,40523.0,Hybride,Boite de vitesse automatique,225,1,Berline,Gris,Mi-cuir ,26.0,Crit'Air 1,Non,2023,48300.0,09/04/2023
VOLKSWAGEN,VOLKSWAGEN POLO,21987.0,Essence,Boite de vitesse manuelle,65,1,Citadine,Bleu,Tissu ,105.0,Crit'Air 1,Non,2019,17240.0,09/03/2019
PEUGEOT,PEUGEOT 3008,36209.0,Diesel,Boite de vitesse manuelle,130,2,SUV,Bleu,Mi-cuir ,130.0,Crit'Air 2,Non,2022,39100.0,09/06/2022
PEUGEOT,PEUGEOT 208,44327.0,Diesel,Boite de vitesse manuelle,100,3,Citadine,Noir,Mi-cuir ,108.0,Crit'Air 2,Non,2021,27500.0,09/07/2021
MINI,MINI COUNTRYMAN,84623.0,Essence,Boite de vitesse automatique,192,2,SUV,Bleu,Cuir ,146.0,Crit'Air 1,Non,2017,43840.0,09/10/2017
FIAT,FIAT 500X,20639.0,Essence,Boite de vitesse automatique,150,2,SUV,Blanc,Mi-cuir ,153.0,Crit'Air 1,Oui,2021,26190.0,09/03/2021
FIAT,FIAT 500,86090.0,Essence,Boite de vitesse manuelle,70,3,Citadine,Gris,Tissu ,88.0,Crit'Air 1,Oui,2020,17140.0,09/01/2020
BMW,BMW SÉRIE 1,95772.0,Essence,Boite de vitesse manuelle,109,3,Berline,Noir,Cuir ,134.0,Crit'Air 1,Non,2018,30575.0,09/08/2018
PEUGEOT,PEUGEOT 308,19488.0,Essence,Boite de vitesse automatique,130,2,Berline,Gris,Mi-cuir ,106.0,Crit'Air 1,Non,2019,30475.0,09/12/2019
KIA,KIA PRO_CEE'D,84021.0,Diesel,Boite de vitesse automatique,136,3,Break,Blanc,Alcantara ,137.0,Crit'Air 2,Oui,2020,36190.0,09/06/2020
RENAULT,RENAULT MÉGANE,85544.0,Essence,Boite de vitesse manuelle,140,Inconnu,Berline,Rouge,Tissu ,136.0,Crit'Air 1,Oui,2021,31300.0,09/03/2021
FORD,FORD RANGER,39046.0,Diesel,Boite de vitesse automatique,213,1,Pickup,Blanc,Cuir ,240.25,Crit'Air 2,Unknown,2022,54954.0,09/06/2022
RENAULT,RENAULT CLIO,61716.0,Essence,Boite de vitesse automatique,130,4,Citadine,Bleu,Cuir ,119.0,Crit'Air 1,Oui,2019,25600.0,09/08/2019
CITROEN,CITROEN C3,66272.0,Essence,Boite de vitesse manuelle,110,2,Citadine,Noir,Tissu ,104.0,Crit'Air 1,Unknown,2019,20075.0,09/03/2019
PEUGEOT,PEUGEOT 308,37844.0,Diesel,Boite de vitesse automatique,130,2,Break,Bleu,Tissu ,123.0,Crit'Air 2,Non,2021,32150.0,09/01/2021
PEUGEOT,PEUGEOT 2008,23102.0,Essence,Boite de vitesse automatique,131,2,SUV,Gris,Tissu ,135.0,Crit'Air 1,Non,2021,30570.0,09/09/2021
FORD,FORD FIESTA,15590.0,Ethanol,Boite de vitesse manuelle,95,1,Citadine,Gris,Tissu ,119.0,Crit'Air 1,Unknown,2021,22110.0,09/01/2022
FORD,FORD FIESTA,83583.0,Essence,Boite de vitesse manuelle,95,2,Citadine,Blanc,Tissu ,115.0,Crit'Air 1,Unknown,2020,18150.0,09/02/2020
PEUGEOT,PEUGEOT 308,50651.0,Essence,Boite de vitesse automatique,130,1,Berline,Rouge,Mi-cuir ,130.0,Crit'Air 1,Non,2022,36720.0,09/07/2022
VOLKSWAGEN,VOLKSWAGEN UP!,63975.0,Essence,Boite de vitesse manuelle,75,1,Citadine,Blanc,Tissu ,101.0,Crit'Air 1,Non,2017,14520.0,09/08/2017
AUDI,AUDI A3 LIMOUSINE,91243.0,Diesel,Boite de vitesse automatique,150,4,Berline,Gris,Mi-cuir ,118.0,Crit'Air 2,Oui,2017,37008.0,09/02/2017
RENAULT,RENAULT CLIO,57671.0,Essence,Boite de vitesse manuelle,140,3,Citadine,Gris,Mi-cuir ,122.0,Crit'Air 1,Non,2022,26050.0,09/06/2022
CITROEN,CITROEN C3,54863.0,Essence,Boite de vitesse manuelle,110,2,Citadine,Bleu,Tissu ,104.0,Crit'Air 1,Oui,2019,20075.0,09/12/2019
KIA,KIA XCEED,50098.0,Hybride,Boite de vitesse automatique,141,2,SUV,Noir,Mi-cuir ,32.0,Crit'Air 1,Oui,2022,38352.5,09/10/2022
PEUGEOT,PEUGEOT 2008,64649.0,Diesel,Boite de vitesse automatique,120,Inconnu,SUV,Blanc,Mi-cuir ,102.0,Crit'Air 2,Unknown,2018,27950.0,09/10/2018
DS,DS AUTOMOBILES DS3 CROSSBACK,65406.0,Diesel,Boite de vitesse automatique,130,3,SUV,Rouge,Mi-cuir ,126.0,Crit'Air 2,Non,2021,31700.0,09/10/2021
TOYOTA,TOYOTA YARIS,45268.0,Hybride,Boite de vitesse automatique,100,1,Citadine,Blanc,Tissu ,108.0,Crit'Air 1,Non,2020,21660.5,09/06/2020
DACIA,DACIA DUSTER,63549.0,Essence,Boite de vitesse manuelle,150,1,SUV,Blanc,Tissu ,138.0,Crit'Air 1,Non,2019,19250.0,09/06/2019
AUDI,AUDI Q2,74920.0,Essence,Boite de vitesse automatique,150,Inconnu,SUV,Blanc,Tissu ,121.0,Crit'Air 1,Non,2019,34810.0,09/06/2019
TOYOTA,TOYOTA YARIS,36039.0,Hybride,Boite de vitesse automatique,100,2,Citadine,Gris,Tissu ,84.0,Crit'Air 1,Non,2018,21342.666666666668,09/06/2018
CITROEN,CITROEN C4 CACTUS,76535.0,Diesel,Boite de vitesse automatique,120,2,SUV,Gris,Tissu ,130.0,Crit'Air 2,Non,2020,26100.0,09/05/2020
FIAT,FIAT TIPO,25065.0,Essence,Boite de vitesse manuelle,95,1,Berline,Bleu,Tissu ,133.5,Crit'Air 1,Unknown,2018,16290.0,09/10/2018
MERCEDES,MERCEDES-BENZ CLASSE GLB,29943.0,Diesel,Boite de vitesse automatique,150,2,SUV,Rouge,Mi-cuir ,150.0,Crit'Air 2,Oui,2022,51550.0,09/07/2022
DACIA,DACIA SANDERO,18087.0,Essence,Boite de vitesse automatique,91,1,Citadine,Orange,Tissu ,140.0,Crit'Air 1,Non,2021,16590.0,09/07/2021
RENAULT,RENAULT SCENIC,80634.0,Essence,Boite de vitesse automatique,163,3,Monospace,Gris,Mi-cuir ,122.0,Crit'Air 1,Oui,2018,33300.0,09/03/2018
VOLKSWAGEN,VOLKSWAGEN T-ROC,95160.0,Essence,Boite de vitesse automatique,150,2,SUV,Gris,Mi-cuir ,155.0,Crit'Air 1,Non,2020,40920.0,09/12/2020
DS,CITROEN DS4 CROSSBACK,87539.0,Essence,Boite de vitesse manuelle,130,Inconnu,Berline,Rouge,Cuir ,114.0,Crit'Air 1,Non,2018,32100.0,09/03/2018
TOYOTA,TOYOTA C-HR,43996.0,Essence,Boite de vitesse automatique,116,4,SUV,Gris,Tissu ,144.0,Crit'Air 1,Non,2017,30375.0,09/05/2017
PEUGEOT,PEUGEOT 308,94586.0,Essence,Boite de vitesse manuelle,130,Inconnu,Berline,Blanc,Tissu ,107.0,Crit'Air 1,Non,2017,27495.0,09/03/2017
VOLKSWAGEN,VOLKSWAGEN T-CROSS,69341.0,Essence,Boite de vitesse manuelle,116,2,SUV,Noir,Tissu ,137.0,Crit'Air 1,Non,2020,28030.0,09/07/2020
DS,DS AUTOMOBILES DS4,34009.0,Hybride,Boite de vitesse automatique,225,Inconnu,Berline,Noir,Mi-cuir ,30.0,Crit'Air 1,Non,2022,47900.0,09/07/2022
FORD,FORD FIESTA,48398.0,Essence,Boite de vitesse manuelle,85,2,Citadine,Bleu,Tissu ,96.0,Crit'Air 1,Non,2018,16000.0,09/10/2018
AUDI,AUDI A1,80648.0,Essence,Boite de vitesse automatique,116,3,Citadine,Rouge,Tissu ,106.0,Crit'Air 1,Oui,2018,28930.0,09/11/2018
MERCEDES,MERCEDES-BENZ CLASSE A,53238.0,Essence,Boite de vitesse manuelle,102,3,Berline,Gris,Mi-cuir ,126.0,Crit'Air 1,Non,2017,26050.0,09/02/2017
PEUGEOT,PEUGEOT 2008,51945.0,Essence,Boite de vitesse automatique,131,2,SUV,Gris,Tissu ,139.0,Crit'Air 1,Non,2020,29640.0,09/09/2020
AUDI,AUDI A6,91108.0,Diesel,Boite de vitesse automatique,190,2,Break,Noir,Mi-cuir ,134.0,Crit'Air 2,Unknown,2018,58860.0,09/06/2018
RENAULT,RENAULT CAPTUR,8312.0,Hybride,Boite de vitesse automatique,145,1,SUV,Blanc,Tissu ,107.0,Crit'Air 1,Non,2023,32900.0,09/04/2023
CITROEN,CITROEN C3,64908.0,Essence,Boite de vitesse manuelle,82,1,Citadine,Rouge,Tissu ,128.0,Crit'Air 1,Non,2020,16500.0,09/07/2020
TOYOTA,TOYOTA YARIS,79152.0,Hybride,Boite de vitesse automatique,100,2,Citadine,Bleu,Tissu ,75.0,Crit'Air 1,Non,2018,20740.0,09/02/2018
MERCEDES,MERCEDES-BENZ CLASSE E,68430.0,Diesel,Boite de vitesse automatique,340,1,Coupé,Bleu,Mi-cuir ,154.0,Crit'Air 2,Non,2019,79600.0,09/10/2019
RENAULT,RENAULT MÉGANE,77385.0,Diesel,Boite de vitesse manuelle,115,2,Berline,Noir,Tissu ,117.0,Crit'Air 2,Oui,2020,30730.0,09/09/2020
AUDI,AUDI A1,55345.0,Essence,Boite de vitesse automatique,110,2,Citadine,Gris,Cuir ,132.0,Crit'Air 1,Unknown,2021,32950.0,09/05/2021
RENAULT,RENAULT CAPTUR,90568.0,Essence,Boite de vitesse manuelle,90,Inconnu,SUV,Gris,Tissu ,125.0,Crit'Air 1,Non,2019,19990.0,09/10/2019
FIAT,FIAT 500C,42738.0,Essence,Boite de vitesse manuelle,69,4,Cabriolet,Blanc,Cuir ,115.0,Crit'Air 1,Non,2018,17940.0,09/05/2018
CITROEN,CITROEN C3 AIRCROSS,50290.0,Essence,Boite de vitesse automatique,131,3,SUV,Gris,Mi-cuir ,142.0,Crit'Air 1,Oui,2022,30250.0,09/06/2022
DACIA,DACIA SANDERO,18067.0,Essence,Boite de vitesse manuelle,91,1,Citadine,Gris,Tissu ,127.0,Crit'Air 1,Non,2021,15590.0,09/05/2021
SKODA,SKODA FABIA,70394.0,Essence,Boite de vitesse manuelle,95,Inconnu,Citadine,Beige,Tissu ,108.875,Crit'Air 1,Unknown,2018,17802.5,09/06/2018
PEUGEOT,PEUGEOT RIFTER,35658.0,Diesel,Boite de vitesse manuelle,102,2,Monospace,Gris,Tissu ,112.0,Crit'Air 2,Non,2018,25650.0,09/06/2018
AUDI,AUDI A5 SPORTBACK,63935.0,Essence,Boite de vitesse automatique,190,2,Berline,Gris,Mi-cuir ,154.0,Crit'Air 1,Oui,2020,56537.5,09/05/2020
RENAULT,RENAULT CLIO,58173.0,Essence,Boite de vitesse manuelle,100,2,Citadine,Gris,Tissu ,119.0,Crit'Air 1,Non,2020,20106.666666666668,09/06/2020
